	Ecoli	Listeria	Shigellia
OG0000056	sp|P08555|DSDX_ECOLI, sp|P39344|IDNT_ECOLI, sp|P39357|YJHF_ECOLI, sp|P39835|GNTT_ECOLI		tr|F5NYD0|F5NYD0_SHIFL, tr|F5P315|F5P315_SHIFL
OG0000057	sp|P32669|FSAB_ECOLI, sp|P78055|FSAA_ECOLI	sp|P66957|TAL2_LISMO, sp|Q8Y3T8|TAL1_LISMO	tr|F5NSA4|F5NSA4_SHIFL, tr|F5P115|F5P115_SHIFL
OG0000058	sp|P31474|HSRA_ECOLI, sp|P36554|MDTD_ECOLI	tr|Q8Y3J0|Q8Y3J0_LISMO, tr|Q8Y8C7|Q8Y8C7_LISMO	tr|F5NWU3|F5NWU3_SHIFL, tr|F5P213|F5P213_SHIFL
OG0000059	sp|P0AAX8|YBIS_ECOLI, sp|P39176|ERFK_ECOLI, sp|P75954|YCFS_ECOLI		tr|F5NS98|F5NS98_SHIFL, tr|F5NT17|F5NT17_SHIFL, tr|F5NWA7|F5NWA7_SHIFL
OG0000060	sp|P0CF66|INSE1_ECOLI, sp|P0CF67|INSE2_ECOLI, sp|P0CF68|INSE3_ECOLI, sp|P0CF69|INSE4_ECOLI, sp|P0CF70|INSE5_ECOLI		tr|F5NTB4|F5NTB4_SHIFL
OG0000061	sp|P61889|MDH_ECOLI	sp|P33380|LDH1_LISMO, sp|Q8Y6Z6|LDH2_LISMO, tr|Q8Y6L7|Q8Y6L7_LISMO, tr|Q8Y860|Q8Y860_LISMO	tr|F5P0D6|F5P0D6_SHIFL
OG0000062	sp|P31679|YAAU_ECOLI, sp|P39352|YJHB_ECOLI, sp|P77589|MHPT_ECOLI	tr|Q926Q9|Q926Q9_LISMO	tr|F5NPW3|F5NPW3_SHIFL, tr|F5NPW4|F5NPW4_SHIFL
OG0000063	sp|P54745|MNGA_ECOLI	tr|Q8Y3U8|Q8Y3U8_LISMO, tr|Q8Y4U6|Q8Y4U6_LISMO, tr|Q8Y9U2|Q8Y9U2_LISMO	tr|F5NQS6|F5NQS6_SHIFL, tr|F5NQS7|F5NQS7_SHIFL
OG0000064	sp|P31060|MODF_ECOLI	sp|Q8Y7R4|Y1207_LISMO, tr|Q8Y587|Q8Y587_LISMO, tr|Q8Y6B3|Q8Y6B3_LISMO	tr|F5NQP9|F5NQP9_SHIFL, tr|F5NTE3|F5NTE3_SHIFL
OG0000065	sp|P0AFJ7|PITA_ECOLI, sp|P43676|PITB_ECOLI	tr|Q8Y528|Q8Y528_LISMO, tr|Q8Y9W4|Q8Y9W4_LISMO	tr|F5NZA7|F5NZA7_SHIFL, tr|F5P2R7|F5P2R7_SHIFL
OG0000066	sp|P09373|PFLB_ECOLI, sp|P42632|TDCE_ECOLI	tr|Q8Y5Y6|Q8Y5Y6_LISMO, tr|Q8Y786|Q8Y786_LISMO	tr|F5NSM7|F5NSM7_SHIFL, tr|F5NZP3|F5NZP3_SHIFL
OG0000067	sp|P0AFY2|SANA_ECOLI, sp|P42598|YGJQ_ECOLI	tr|Q8Y4J6|Q8Y4J6_LISMO, tr|Q8Y8A6|Q8Y8A6_LISMO	tr|F5NX69|F5NX69_SHIFL, tr|F5NZM1|F5NZM1_SHIFL
OG0000068	sp|P0AAD6|SDAC_ECOLI, sp|P0AAD8|TDCC_ECOLI, sp|P63340|YQEG_ECOLI		tr|F5NZ29|F5NZ29_SHIFL, tr|F5NZ86|F5NZ86_SHIFL, tr|F5NZN8|F5NZN8_SHIFL
OG0000069	sp|P0AGE0|SSB_ECOLI	sp|Q8Y4X1|SSB2_LISMO, sp|Q8YAR8|SSB1_LISMO, tr|Q8Y4C7|Q8Y4C7_LISMO	tr|F5P0N2|F5P0N2_SHIFL, tr|F5P4Z8|F5P4Z8_SHIFL
OG0000070	sp|P76041|SUCP_ECOLI	tr|Q8Y3J4|Q8Y3J4_LISMO, tr|Q8Y3J5|Q8Y3J5_LISMO, tr|Q8Y3U6|Q8Y3U6_LISMO	tr|F5NTS0|F5NTS0_SHIFL, tr|F5NTS1|F5NTS1_SHIFL
OG0000071	sp|P10906|UGPE_ECOLI	tr|Q8Y6F5|Q8Y6F5_LISMO, tr|Q8Y8N5|Q8Y8N5_LISMO, tr|Q8Y8X5|Q8Y8X5_LISMO, tr|Q8YAF0|Q8YAF0_LISMO	tr|F5P2Y4|F5P2Y4_SHIFL
OG0000072	sp|P0AG80|UGPB_ECOLI	tr|Q8Y6F7|Q8Y6F7_LISMO, tr|Q8Y8N7|Q8Y8N7_LISMO, tr|Q8Y8X4|Q8Y8X4_LISMO, tr|Q8YAE9|Q8YAE9_LISMO	tr|F5P2Y2|F5P2Y2_SHIFL
OG0000073	sp|P33029|YEIQ_ECOLI, sp|P39160|UXUB_ECOLI, sp|P77260|YDFI_ECOLI		tr|F5NU61|F5NU61_SHIFL, tr|F5NXA0|F5NXA0_SHIFL, tr|F5P413|F5P413_SHIFL
OG0000074	sp|P07024|USHA_ECOLI	tr|Q8Y4N3|Q8Y4N3_LISMO	tr|F5NRJ6|F5NRJ6_SHIFL, tr|F5NRJ7|F5NRJ7_SHIFL, tr|F5NWG4|F5NWG4_SHIFL, tr|F5NWG5|F5NWG5_SHIFL
OG0000075	sp|P75750|YBGQ_ECOLI, sp|P76655|YQIG_ECOLI, sp|P77196|YFCU_ECOLI		tr|F5NQU7|F5NQU7_SHIFL, tr|F5NXU1|F5NXU1_SHIFL, tr|F5NZG8|F5NZG8_SHIFL
OG0000076	sp|P75908|YCDT_ECOLI, sp|P76236|YEAI_ECOLI	tr|Q8Y5Z1|Q8Y5Z1_LISMO, tr|Q8Y5Z2|Q8Y5Z2_LISMO	tr|F5NR97|F5NR97_SHIFL, tr|F5NUH6|F5NUH6_SHIFL
OG0000077	sp|P37443|YCAI_ECOLI	tr|Q8Y740|Q8Y740_LISMO, tr|Q8Y8F9|Q8Y8F9_LISMO, tr|Q8YA84|Q8YA84_LISMO	tr|F5NSP0|F5NSP0_SHIFL, tr|F5NSP5|F5NSP5_SHIFL
OG0000078		tr|Q8Y4H8|Q8Y4H8_LISMO, tr|Q8Y4S2|Q8Y4S2_LISMO, tr|Q8Y7P7|Q8Y7P7_LISMO, tr|Q8Y7P9|Q8Y7P9_LISMO, tr|Q8Y983|Q8Y983_LISMO, tr|Q8Y9S9|Q8Y9S9_LISMO	
OG0000079	sp|P77357|ABGA_ECOLI	sp|Q8Y8A0|DAPEL_LISMO, tr|Q8Y3L6|Q8Y3L6_LISMO, tr|Q8Y3L8|Q8Y3L8_LISMO, tr|Q8Y9J0|Q8Y9J0_LISMO	
OG0000080	sp|P27550|ACSA_ECOLI, sp|P69451|LCFA_ECOLI, sp|P77495|PRPE_ECOLI	tr|Q8Y3W1|Q8Y3W1_LISMO	tr|F5NUF5|F5NUF5_SHIFL
OG0000081	sp|P0A9S1|FUCO_ECOLI, sp|P37686|ADH2_ECOLI	tr|Q8Y7U8|Q8Y7U8_LISMO, tr|Q8Y7V3|Q8Y7V3_LISMO	tr|F5NZ32|F5NZ32_SHIFL
OG0000082	sp|P31440|ADEQ_ECOLI, sp|P31466|ADEP_ECOLI	tr|Q8Y523|Q8Y523_LISMO, tr|Q8Y9F5|Q8Y9F5_LISMO	tr|F5P1V8|F5P1V8_SHIFL
OG0000083	sp|P08660|AK3_ECOLI	tr|Q8Y4R0|Q8Y4R0_LISMO, tr|Q8Y765|Q8Y765_LISMO, tr|Q8Y7N9|Q8Y7N9_LISMO	tr|F5P0S4|F5P0S4_SHIFL
OG0000084	sp|P37306|ARCC_ECOLI, sp|P77624|ARCM_ECOLI, sp|Q46807|ARCL_ECOLI	tr|Q8YAS4|Q8YAS4_LISMO	tr|F5NRN8|F5NRN8_SHIFL
OG0000085	sp|P0ABK2|CYDB_ECOLI, sp|P26458|APPB_ECOLI	tr|Q927C4|Q927C4_LISMO	tr|F5NQR9|F5NQR9_SHIFL, tr|F5NSW4|F5NSW4_SHIFL
OG0000086	sp|P0ABJ9|CYDA_ECOLI, sp|P26459|APPC_ECOLI	tr|Q927C3|Q927C3_LISMO	tr|F5NQS0|F5NQS0_SHIFL, tr|F5NSW3|F5NSW3_SHIFL
OG0000087	sp|P23325|ARPA_ECOLI, sp|P76205|ARPB_ECOLI		tr|F5NTZ3|F5NTZ3_SHIFL, tr|F5NUQ7|F5NUQ7_SHIFL, tr|F5P0U3|F5P0U3_SHIFL
OG0000088	sp|P18335|ARGD_ECOLI, sp|P77581|ASTC_ECOLI	sp|Q8Y6U4|ARGD_LISMO	tr|F5NUM7|F5NUM7_SHIFL, tr|F5P379|F5P379_SHIFL
OG0000089	sp|P0ABC9|BETT_ECOLI, sp|P0ABD1|YEAV_ECOLI, sp|P31553|CAIT_ECOLI	tr|Q7AP57|Q7AP57_LISMO	tr|F5NPV8|F5NPV8_SHIFL
OG0000090	sp|P0A6E9|BIOD2_ECOLI, sp|P13000|BIOD1_ECOLI	sp|Q8Y7R3|COBQ_LISMO	tr|F5NS48|F5NS48_SHIFL, tr|F5NV66|F5NV66_SHIFL
OG0000091	sp|P20099|BISC_ECOLI, sp|P33225|TORA_ECOLI, sp|P46923|TORZ_ECOLI		tr|F5NVS3|F5NVS3_SHIFL, tr|F5P2M4|F5P2M4_SHIFL
OG0000092	sp|P17411|CHBF_ECOLI, sp|P31450|GLVG_ECOLI	tr|Q8Y9K6|Q8Y9K6_LISMO, tr|Q92EC0|Q92EC0_LISMO	tr|F5P1S3|F5P1S3_SHIFL
OG0000093	sp|P0ACF0|DBHA_ECOLI, sp|P0ACF4|DBHB_ECOLI	tr|Q92A74|Q92A74_LISMO	tr|F5NRE9|F5NRE9_SHIFL, tr|F5P0W1|F5P0W1_SHIFL
OG0000094	sp|P0C0V0|DEGP_ECOLI, sp|P39099|DEGQ_ECOLI	tr|Q8YA67|Q8YA67_LISMO	tr|F5NPN1|F5NPN1_SHIFL, tr|F5P0D3|F5P0D3_SHIFL
OG0000095	sp|P76027|OPPD_ECOLI, sp|P77268|DDPD_ECOLI	tr|Q7AP53|Q7AP53_LISMO	tr|F5NTJ5|F5NTJ5_SHIFL, tr|F5NVC2|F5NVC2_SHIFL
OG0000096	sp|P0AEF0|DNAC_ECOLI, sp|P77546|YDAV_ECOLI	tr|Q8Y6X1|Q8Y6X1_LISMO	tr|F5NWZ1|F5NWZ1_SHIFL, tr|F5P483|F5P483_SHIFL
OG0000097	sp|P75799|GSID_ECOLI, sp|P77463|DDPC_ECOLI	tr|Q8YAI9|Q8YAI9_LISMO	tr|F5NSB2|F5NSB2_SHIFL, tr|F5NVC1|F5NVC1_SHIFL
OG0000098	sp|P0A9B2|G3P1_ECOLI, sp|P33898|G3P2_ECOLI	tr|Q8Y4I1|Q8Y4I1_LISMO	tr|F5NU17|F5NU17_SHIFL, tr|F5NUJ0|F5NUJ0_SHIFL
OG0000099	sp|P0AC23|FOCA_ECOLI, sp|P77733|FOCB_ECOLI	tr|Q92DA4|Q92DA4_LISMO	tr|F5NSM8|F5NSM8_SHIFL, tr|F5NXY7|F5NXY7_SHIFL
OG0000100	sp|P32153|FRVX_ECOLI, sp|P77585|YPDE_ECOLI	tr|Q8Y6S2|Q8Y6S2_LISMO, tr|Q8Y7Q5|Q8Y7Q5_LISMO	tr|F5NYF2|F5NYF2_SHIFL
OG0000101	sp|Q6BF86|LDRA_ECOLI, sp|Q6BF87|LDRB_ECOLI		tr|F5NTG1|F5NTG1_SHIFL, tr|F5NTG2|F5NTG2_SHIFL, tr|F5NTG4|F5NTG4_SHIFL
OG0000102	sp|P36837|DTPB_ECOLI, sp|P77304|DTPA_ECOLI	tr|Q8Y9H3|Q8Y9H3_LISMO	tr|F5NV11|F5NV11_SHIFL, tr|F5P2R3|F5P2R3_SHIFL
OG0000103	sp|P0AEK2|FABG_ECOLI, sp|P33368|YOHF_ECOLI	tr|Q8Y690|Q8Y690_LISMO	tr|F5NSZ7|F5NSZ7_SHIFL, tr|F5NX60|F5NX60_SHIFL
OG0000104	sp|P0ADI4|ENTB_ECOLI, sp|P21369|PNCA_ECOLI	tr|Q8Y484|Q8Y484_LISMO, tr|Q8Y9A3|Q8Y9A3_LISMO	tr|F5NUK2|F5NUK2_SHIFL
OG0000105	sp|P0AEL6|FEPB_ECOLI, sp|P15028|FECB_ECOLI	tr|Q8Y5U6|Q8Y5U6_LISMO, tr|Q8Y9I7|Q8Y9I7_LISMO	tr|F5NR45|F5NR45_SHIFL
OG0000106	sp|P0ABY4|FLAW_ECOLI, sp|P61949|FLAV_ECOLI	tr|Q92AU7|Q92AU7_LISMO	tr|F5NQL0|F5NQL0_SHIFL, tr|F5NZS9|F5NZS9_SHIFL
OG0000107	sp|P0A9Z1|GLNB_ECOLI, sp|P0AC55|GLNK_ECOLI	tr|Q7AP61|Q7AP61_LISMO	tr|F5NRG3|F5NRG3_SHIFL, tr|F5NY51|F5NY51_SHIFL
OG0000108	sp|P23524|GLXK1_ECOLI, sp|P77364|GLXK2_ECOLI	tr|Q8Y3U5|Q8Y3U5_LISMO	tr|F5NRN2|F5NRN2_SHIFL, tr|F5P030|F5P030_SHIFL
OG0000109	sp|P23873|HIPB_ECOLI	tr|Q8Y4M8|Q8Y4M8_LISMO, tr|Q8Y4V1|Q8Y4V1_LISMO, tr|Q8Y8Z3|Q8Y8Z3_LISMO, tr|Q8Y9V4|Q8Y9V4_LISMO	
OG0000110	sp|P00803|LEP_ECOLI	tr|Q8Y7K6|Q8Y7K6_LISMO, tr|Q8Y7K7|Q8Y7K7_LISMO, tr|Q8Y7K8|Q8Y7K8_LISMO	tr|F5NYG9|F5NYG9_SHIFL
OG0000111	sp|P04846|NLPA_ECOLI, sp|P28635|METQ_ECOLI	tr|Q8YA74|Q8YA74_LISMO	tr|F5NPS2|F5NPS2_SHIFL, tr|F5P1P6|F5P1P6_SHIFL
OG0000112	sp|P60752|MSBA_ECOLI	tr|Q8Y3S9|Q8Y3S9_LISMO, tr|Q8Y3T6|Q8Y3T6_LISMO, tr|Q8Y9C4|Q8Y9C4_LISMO	tr|F5NSP6|F5NSP6_SHIFL
OG0000113	sp|P0A9X4|MREB_ECOLI	tr|Q8Y4C5|Q8Y4C5_LISMO, tr|Q8Y6H3|Q8Y6H3_LISMO, tr|Q8Y6Y3|Q8Y6Y3_LISMO	tr|F5P0F0|F5P0F0_SHIFL
OG0000114	sp|P13669|MNGR_ECOLI	tr|Q8Y8J9|Q8Y8J9_LISMO, tr|Q8Y9F3|Q8Y9F3_LISMO, tr|Q8Y9Z6|Q8Y9Z6_LISMO	tr|F5NQS8|F5NQS8_SHIFL
OG0000115	sp|P37767|YFHH_ECOLI, sp|P77245|MURR_ECOLI	tr|Q8Y3P0|Q8Y3P0_LISMO	tr|F5NY59|F5NY59_SHIFL, tr|F5NY99|F5NY99_SHIFL
OG0000116	sp|P0ADA3|NLPD_ECOLI, sp|Q46798|YGER_ECOLI		tr|F5NYQ1|F5NYQ1_SHIFL, tr|F5P023|F5P023_SHIFL, tr|F5P024|F5P024_SHIFL
OG0000117	sp|P76081|PAAE_ECOLI, sp|P76254|YEAX_ECOLI	sp|Q8Y666|PYRK_LISMO	tr|F5NUF7|F5NUF7_SHIFL, tr|F5NUF8|F5NUF8_SHIFL
OG0000118	sp|P04391|OTC1_ECOLI, sp|P06960|OTC2_ECOLI	sp|Q8Y6U5|OTC_LISMO, sp|Q8YAS7|PTC_LISMO	tr|F5P3Y7|F5P3Y7_SHIFL
OG0000119	sp|P31134|POTG_ECOLI, sp|P69874|POTA_ECOLI	sp|Q8Y8T6|POTA_LISMO	tr|F5NSI6|F5NSI6_SHIFL, tr|F5NT30|F5NT30_SHIFL
OG0000120	sp|P08400|PHOR_ECOLI	tr|Q8Y4E6|Q8Y4E6_LISMO, tr|Q8Y5V8|Q8Y5V8_LISMO, tr|Q8YA71|Q8YA71_LISMO	tr|F5NQE6|F5NQE6_SHIFL
OG0000121	sp|P0AFL3|PPIA_ECOLI, sp|P23869|PPIB_ECOLI	tr|Q8Y4Q8|Q8Y4Q8_LISMO	tr|F5NRP2|F5NRP2_SHIFL, tr|F5P375|F5P375_SHIFL
OG0000122	sp|P55798|PRP1_ECOLI, sp|P55799|PRP2_ECOLI	tr|Q8Y978|Q8Y978_LISMO	tr|F5NUB7|F5NUB7_SHIFL, tr|F5NYR6|F5NYR6_SHIFL
OG0000123	sp|P32155|PTFLA_ECOLI, sp|P69829|PTSN_ECOLI	tr|Q8Y5C8|Q8Y5C8_LISMO, tr|Q8Y9U4|Q8Y9U4_LISMO	tr|F5P0A8|F5P0A8_SHIFL
OG0000124	sp|P69816|PTFB2_ECOLI	tr|Q8Y5C9|Q8Y5C9_LISMO, tr|Q8Y999|Q8Y999_LISMO, tr|Q8Y9U3|Q8Y9U3_LISMO	tr|F5P111|F5P111_SHIFL
OG0000125	sp|P69828|PTKA_ECOLI	tr|Q8Y411|Q8Y411_LISMO, tr|Q8Y5G5|Q8Y5G5_LISMO, tr|Q8Y9M3|Q8Y9M3_LISMO	tr|F5NWV6|F5NWV6_SHIFL
OG0000126	sp|P08722|PTV3B_ECOLI	tr|Q8Y882|Q8Y882_LISMO, tr|Q8Y904|Q8Y904_LISMO, tr|Q8YAT6|Q8YAT6_LISMO	tr|F5P1X5|F5P1X5_SHIFL
OG0000127	sp|P0AF93|RIDA_ECOLI, sp|P0AGL2|TDCF_ECOLI	tr|Q8Y8Q2|Q8Y8Q2_LISMO	tr|F5NZP4|F5NZP4_SHIFL, tr|F5P3X3|F5P3X3_SHIFL
OG0000128	sp|P37744|RMLA1_ECOLI, sp|P61887|RMLA2_ECOLI	tr|Q8Y837|Q8Y837_LISMO	tr|F5NWP2|F5NWP2_SHIFL, tr|F5P1L9|F5P1L9_SHIFL
OG0000129	sp|P27830|RMLB2_ECOLI, sp|P37759|RMLB1_ECOLI	tr|Q8Y835|Q8Y835_LISMO	tr|F5NWP4|F5NWP4_SHIFL, tr|F5P1M0|F5P1M0_SHIFL
OG0000130	sp|P0ABG7|RODA_ECOLI	tr|Q8Y3Z2|Q8Y3Z2_LISMO, tr|Q8Y4K9|Q8Y4K9_LISMO, tr|Q8Y4L0|Q8Y4L0_LISMO	tr|F5NRX4|F5NRX4_SHIFL
OG0000131	sp|P0AGM7|URAA_ECOLI, sp|P75892|RUTG_ECOLI	tr|Q8Y661|Q8Y661_LISMO	tr|F5NRA9|F5NRA9_SHIFL, tr|F5NXZ4|F5NXZ4_SHIFL
OG0000132	sp|P00448|SODM_ECOLI, sp|P0AGD3|SODF_ECOLI	sp|P28764|SODM_LISMO	tr|F5NUY1|F5NUY1_SHIFL, tr|F5P159|F5P159_SHIFL
OG0000133	sp|P0A8W2|SLYA_ECOLI	tr|Q8Y3V5|Q8Y3V5_LISMO, tr|Q8Y9C0|Q8Y9C0_LISMO	tr|F5NV03|F5NV03_SHIFL, tr|F5NYQ3|F5NYQ3_SHIFL
OG0000134	sp|P75792|SUPH_ECOLI, sp|P75809|YBJI_ECOLI	tr|Q8Y9V0|Q8Y9V0_LISMO	tr|F5NSA1|F5NSA1_SHIFL, tr|F5NSL4|F5NSL4_SHIFL
OG0000135	sp|P10905|UGPA_ECOLI	tr|Q8Y6F6|Q8Y6F6_LISMO, tr|Q8Y8X6|Q8Y8X6_LISMO, tr|Q92F88|Q92F88_LISMO	tr|F5P2Y3|F5P2Y3_SHIFL
OG0000136	sp|P0A9T6|YBAQ_ECOLI	tr|Q7AP97|Q7AP97_LISMO, tr|Q8Y4U7|Q8Y4U7_LISMO, tr|Q8Y909|Q8Y909_LISMO	tr|F5NRK0|F5NRK0_SHIFL
OG0000137	sp|P52696|YBHD_ECOLI	tr|Q8Y4T0|Q8Y4T0_LISMO, tr|Q8Y543|Q8Y543_LISMO	tr|F5NS28|F5NS28_SHIFL, tr|F5NS29|F5NS29_SHIFL
OG0000138	sp|P71243|WCAL_ECOLI	tr|Q8Y499|Q8Y499_LISMO	tr|F5NVN9|F5NVN9_SHIFL, tr|F5NWP7|F5NWP7_SHIFL, tr|F5P2B8|F5P2B8_SHIFL
OG0000139	sp|P11290|YIBD_ECOLI, sp|P77414|WCAA_ECOLI	tr|Q8Y827|Q8Y827_LISMO, tr|Q8Y828|Q8Y828_LISMO	tr|F5NWR4|F5NWR4_SHIFL
OG0000140	sp|P31434|XYLS_ECOLI	tr|Q8Y4J2|Q8Y4J2_LISMO, tr|Q8YAE7|Q8YAE7_LISMO, tr|Q8YAE8|Q8YAE8_LISMO	tr|F5P270|F5P270_SHIFL
OG0000141	sp|P33359|YEHW_ECOLI	tr|Q7AP66|Q7AP66_LISMO, tr|Q7AP68|Q7AP68_LISMO, tr|Q8Y775|Q8Y775_LISMO	tr|F5NX50|F5NX50_SHIFL
OG0000142	sp|P76407|YEGS_ECOLI	tr|Q8Y497|Q8Y497_LISMO, tr|Q8Y6D4|Q8Y6D4_LISMO, tr|Q8Y8W8|Q8Y8W8_LISMO	tr|F5NWV0|F5NWV0_SHIFL
OG0000143	sp|P39351|YJGZ_ECOLI		tr|F5NW36|F5NW36_SHIFL, tr|F5P0J2|F5P0J2_SHIFL, tr|F5P228|F5P228_SHIFL, tr|F5P3D5|F5P3D5_SHIFL
OG0000144	sp|P76111|YDCZ_ECOLI	tr|Q8Y7R1|Q8Y7R1_LISMO, tr|Q92CJ8|Q92CJ8_LISMO	tr|F5NVF3|F5NVF3_SHIFL, tr|F5NVF4|F5NVF4_SHIFL
OG0000145	sp|P0A8Z7|YQIA_ECOLI	tr|Q8Y4I7|Q8Y4I7_LISMO, tr|Q8Y4I9|Q8Y4I9_LISMO, tr|Q8Y8N9|Q8Y8N9_LISMO	tr|F5NZF0|F5NZF0_SHIFL
OG0000146	sp|P76524|YPDF_ECOLI	tr|Q8Y6V3|Q8Y6V3_LISMO, tr|Q8Y7C9|Q8Y7C9_LISMO	tr|F5NYF3|F5NYF3_SHIFL, tr|F5NYF4|F5NYF4_SHIFL
OG0000147	sp|P10805|ENVY_ECOLI, sp|P33234|ADIY_ECOLI		tr|F5NRR0|F5NRR0_SHIFL, tr|F5P3U0|F5P3U0_SHIFL
OG0000148	sp|P23872|AES_ECOLI	tr|Q8Y5H3|Q8Y5H3_LISMO, tr|Q8YAK8|Q8YAK8_LISMO	tr|F5NRJ2|F5NRJ2_SHIFL
OG0000149	sp|P0AD70|AMPH_ECOLI, sp|P77619|YFEW_ECOLI	tr|Q8Y5Y7|Q8Y5Y7_LISMO	tr|F5NQB6|F5NQB6_SHIFL
OG0000150	sp|P0AE24|ARAE_ECOLI, sp|P0AEP1|GALP_ECOLI		tr|F5NZ82|F5NZ82_SHIFL, tr|F5NZY6|F5NZY6_SHIFL
OG0000151	sp|P09551|ARGT_ECOLI, sp|P0AEU0|HISJ_ECOLI		tr|F5NXR0|F5NXR0_SHIFL, tr|F5NXR1|F5NXR1_SHIFL
OG0000152	sp|P00887|AROH_ECOLI, sp|P0AB91|AROG_ECOLI		tr|F5NQQ5|F5NQQ5_SHIFL, tr|F5NUS6|F5NUS6_SHIFL
OG0000153	sp|P30859|ARTI_ECOLI, sp|P30860|ARTJ_ECOLI		tr|F5NSH6|F5NSH6_SHIFL, tr|F5NSH9|F5NSH9_SHIFL
OG0000154	sp|P00805|ASPG2_ECOLI	tr|Q8Y5W5|Q8Y5W5_LISMO	tr|F5P004|F5P004_SHIFL, tr|F5P005|F5P005_SHIFL
OG0000155	sp|P76461|ATOB_ECOLI, sp|Q46939|YQEF_ECOLI	tr|Q8Y782|Q8Y782_LISMO	tr|F5NZ85|F5NZ85_SHIFL
OG0000156	sp|P0ABB4|ATPB_ECOLI	sp|Q8Y4C1|ATPB2_LISMO, sp|Q8YAM6|ATPB1_LISMO	tr|F5P1Z0|F5P1Z0_SHIFL
OG0000157	sp|P37617|ATZN_ECOLI	sp|P58414|CADA_LISMO, tr|Q8Y992|Q8Y992_LISMO	tr|F5P2W3|F5P2W3_SHIFL
OG0000158	sp|P0AB93|ARSB_ECOLI, sp|P52137|YFJV_ECOLI	tr|Q8Y7H9|Q8Y7H9_LISMO	tr|F5P2Q3|F5P2Q3_SHIFL
OG0000159	sp|P37344|PSPF_ECOLI, sp|Q06065|ATOC_ECOLI	tr|Q8Y596|Q8Y596_LISMO	tr|F5NTR4|F5NTR4_SHIFL
OG0000160	sp|P41407|AZOR_ECOLI	sp|Q8Y8V6|AZOR2_LISMO, sp|Q8Y9C1|AZOR1_LISMO	tr|F5NU10|F5NU10_SHIFL
OG0000161	sp|P30847|BAES_ECOLI	tr|Q8Y473|Q8Y473_LISMO, tr|Q8Y718|Q8Y718_LISMO	tr|F5NWU4|F5NWU4_SHIFL
OG0000162	sp|P68699|ATPL_ECOLI	tr|Q8Y4B7|Q8Y4B7_LISMO, tr|Q92FH2|Q92FH2_LISMO	tr|F5P1Z5|F5P1Z5_SHIFL
OG0000163	sp|P37653|BCSA_ECOLI, sp|P75905|PGAC_ECOLI	tr|Q8Y9J8|Q8Y9J8_LISMO	tr|F5P2K1|F5P2K1_SHIFL
OG0000164	sp|P13001|BIOH_ECOLI, sp|P77044|MHPC_ECOLI	tr|Q8Y401|Q8Y401_LISMO	tr|F5P318|F5P318_SHIFL
OG0000165	sp|P12999|BIOC_ECOLI	tr|Q8Y7H2|Q8Y7H2_LISMO, tr|Q8Y996|Q8Y996_LISMO	tr|F5NS47|F5NS47_SHIFL
OG0000166	sp|P37047|CDAR_ECOLI	tr|Q8Y3V4|Q8Y3V4_LISMO	tr|F5NPN2|F5NPN2_SHIFL, tr|F5NPN3|F5NPN3_SHIFL
OG0000167	sp|P31552|CAIC_ECOLI	sp|P58730|MENE_LISMO	tr|F5NPV4|F5NPV4_SHIFL, tr|F5NPV5|F5NPV5_SHIFL
OG0000168	sp|P0AE70|MAZF_ECOLI, sp|P33647|CHPB_ECOLI	tr|Q8Y8L0|Q8Y8L0_LISMO	tr|F5P319|F5P319_SHIFL
OG0000169	sp|P0ABH7|CISY_ECOLI, sp|P31660|PRPC_ECOLI	tr|Q8Y6W4|Q8Y6W4_LISMO	tr|F5NQU0|F5NQU0_SHIFL
OG0000170	sp|P63284|CLPB_ECOLI	sp|Q8Y570|CLPB_LISMO, tr|Q8YAB6|Q8YAB6_LISMO	tr|F5NYL9|F5NYL9_SHIFL
OG0000171	sp|P0A6H8|CLSA_ECOLI	sp|Q8Y4E3|CLS_LISMO, tr|Q8YAV5|Q8YAV5_LISMO	tr|F5NTJ8|F5NTJ8_SHIFL
OG0000172	sp|P0AE74|CITT_ECOLI, sp|P39414|TTDT_ECOLI		tr|F5NRU5|F5NRU5_SHIFL, tr|F5NZJ1|F5NZJ1_SHIFL
OG0000173	sp|P0ACJ8|CRP_ECOLI	sp|P22262|PRFA_LISMO, tr|Q8Y7M3|Q8Y7M3_LISMO	tr|F5P381|F5P381_SHIFL
OG0000174	sp|P0A6J5|DADA_ECOLI	tr|Q8Y5Z3|Q8Y5Z3_LISMO	tr|F5NTC9|F5NTC9_SHIFL, tr|F5NTD0|F5NTD0_SHIFL
OG0000175	sp|P0A9G4|CUER_ECOLI	tr|Q8Y3V3|Q8Y3V3_LISMO, tr|Q8Y462|Q8Y462_LISMO	tr|F5NRK4|F5NRK4_SHIFL
OG0000176	sp|P37002|CRCB_ECOLI	sp|Q8Y5I0|CRCB2_LISMO, sp|Q8Y5I1|CRCB1_LISMO	tr|F5NRW5|F5NRW5_SHIFL
OG0000177	sp|P21169|DCOR_ECOLI, sp|P24169|DCOS_ECOLI		tr|F5NQL6|F5NQL6_SHIFL, tr|F5P014|F5P014_SHIFL
OG0000178	sp|P00861|DCDA_ECOLI	tr|Q8Y5V3|Q8Y5V3_LISMO	tr|F5NZ77|F5NZ77_SHIFL, tr|F5NZ78|F5NZ78_SHIFL
